FIPS,LISA_CL,Percent,Normalized Median Age,Normalized Male Median Age,Normalized Median Female Age,Normalized Sex Ratio (males per 100 females),Normalized Workers 16 years and over,"Normalized Management, business, science, and arts occupations; Estimate; Civilian employed population 16 years and over",Normalized Service occupations; Estimate; Civilian employed population 16 years and over,Normalized Sales and office occupations; Estimate; Civilian employed population 16 years and over,Normalized Natural resources construction and maintenance occupations; Estimate; Civilian employed population 16 years and over,"Normalized Production, transportation, and material moving occupations; Estimate; Civilian employed population 16 years and over","Normalized Cars, truck, or Van to work","Normalized car, truck, or van drove alone","Normalized car, truck, or van carpool",Normalized public transportation to work,Normalized walked to work,Normalized biked to work,"Normalized taxi, motorcycle, or other",Normalized worked at home,Normalized mean travel time to work (minutes),Normalized Total; Estimate; Population 45 to 64 years,Normalized Total; Estimate; Population 45 to 64 years - High school graduate or higher,Normalized Percent; Estimate; Population 45 to 64 years - High school graduate or higher,Normalized Percent; Estimate; Population 45 to 64 years - Bachelor's degree or higher,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_-ADJUSTED DOLLARS) - Population 25 years and over with earnings,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_5 years and over with earnings - Less than high school graduate,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_ver with earnings - High school graduate (includes equivalency),Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_ars and over with earnings - Some college or associate's degree,Normalized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTH_ Population 25 years and over with earnings - Bachelor's degree,Normlized Total; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS_ years and over with earnings - Graduate or professional degree,Normalized Household Mean Income,Normalized Social Security Income,Normalized Cash public assistance income,Normalized per capita income per household
18125,0,0,0.492134831,0.503370787,0.479545455,0.09901327,0.001263471,0.185053381,0.323170732,0.456273764,0.376436782,0.542635659,0.968443961,0.906426156,0.378289474,0.003236246,0.013574661,0,0.016085791,0.045112782,0.485148515,0.001439753,0.001692235,0.795202952,0.000558552,0.276578803,0.449844062,0.260125768,0.369846843,0.3558876,0.467674913,0.260340506,0.674460641,0.180619041,0.263505486
18127,0,0,0.402247191,0.388764045,0.413636364,0.090166723,0.016764456,0.377224199,0.353658537,0.532319392,0.333333333,0.30620155,0.920565832,0.925591883,0.174342105,0.022653722,0.027149321,0.027972028,0.021447721,0.090225564,0.54950495,0.018597704,0.02284177,0.870848708,0.015773301,0.441036445,0.294797116,0.372428916,0.522115075,0.4957001,0.548474806,0.131301072,0.713002915,0.057006661,0.147878957
18129,0,0,0.476404494,0.474157303,0.479545455,0.099693773,0.002634318,0.330960854,0.356707317,0.429657795,0.341954023,0.401162791,0.958650707,0.957158963,0.197368421,0,0.012066365,0.013986014,0.021447721,0.065162907,0.45049505,0.003056548,0.003853284,0.915129151,0.002210994,0.371879303,0.189468821,0.343487795,0.457709231,0.4486553,0.428737059,0.227661689,0.657317784,0.15469505,0.222167866
18131,0,0,0.451685393,0.429213483,0.486363636,0.10854032,0.001238641,0.241992883,0.31402439,0.384030418,0.341954023,0.548449612,0.89445049,0.83427283,0.361842105,0.003236246,0.049773756,0.027972028,0.067024129,0.100250627,0.405940594,0.001459204,0.001748871,0.826568266,0.000532605,0.271469569,0.176861768,0.27909969,0.369969491,0.4184894,0.535567344,0.242885109,0.705189504,0.182839232,0.254175694
18133,0,1.306873185,0.366292135,0.352808989,0.402272727,0.136781218,0.003419495,0.275800712,0.405487805,0.547528517,0.344827586,0.370155039,0.896626768,0.855693348,0.305921053,0,0.107088989,0.034965035,0.008042895,0.05764411,0.527227723,0.004060048,0.004877959,0.832103321,0.002219187,0.310983196,0.300424085,0.255885178,0.42701642,0.4253933,0.564070468,0.144433404,0.708688047,0.174742066,0.168338109
18135,0,2.028218695,0.460674157,0.440449438,0.472727273,0.080639673,0.002418258,0.241992883,0.347560976,0.433460076,0.333333333,0.507751938,0.92491839,0.882750846,0.3125,0.008090615,0.027149321,0.006993007,0.034852547,0.102756892,0.465346535,0.002767565,0.003280116,0.8099631,0.001103448,0.250717449,0.320011221,0.235461481,0.358425192,0.4391475,0.310548618,0.140258642,0.410437318,0.093770406,0.117426095
18137,0,1.399176955,0.433707865,0.417977528,0.440909091,0.090506975,0.002858219,0.252669039,0.338414634,0.532319392,0.379310345,0.420542636,0.92491839,0.908680947,0.236842105,0.004854369,0.02413273,0,0.048257373,0.097744361,0.547029703,0.003147053,0.003658207,0.778597786,0.001933766,0.320305891,0.231283312,0.2936518,0.43644503,0.5063964,0.429578404,0.176504175,0.434868805,0.181859736,0.145275701
18139,0,0,0.442696629,0.433707865,0.443181818,0.086083702,0.001641575,0.238434164,0.262195122,0.562737643,0.336206897,0.496124031,0.943416757,0.923337091,0.25,0.004854369,0.013574661,0,0.002680965,0.110275689,0.547029703,0.001906174,0.002206671,0.771217712,0.000843974,0.335782891,0.388937476,0.33297693,0.383108222,0.5268675,0.473471984,0.177601625,0.61451895,0.219733577,0.164354602
18141,0,1.875901876,0.334831461,0.321348315,0.343181818,0.079278666,0.026424857,0.37544484,0.396341463,0.63878327,0.198275862,0.315891473,0.896626768,0.868094701,0.269736842,0.025889968,0.055806938,0.048951049,0.016085791,0.087719298,0.398514851,0.027219153,0.032180792,0.806273063,0.026882895,0.284375363,0.287685022,0.216886247,0.348475325,0.4320434,0.488482809,0.199076065,0.582682216,0.262766096,0.210654134
18143,0,0,0.435955056,0.435955056,0.425,0.088125213,0.002247937,0.172597865,0.350609756,0.433460076,0.25,0.639534884,0.952121872,0.898534386,0.348684211,0,0.013574661,0,0.034852547,0.072681704,0.48019802,0.002658403,0.003101296,0.784132841,0.000957323,0.302606042,0.302552763,0.291386528,0.415104175,0.5067569,0.407416148,0.287087158,0.673527697,0.158808933,0.313054721
18145,0,0,0.449438202,0.438202247,0.452272727,0.090166723,0.004589747,0.234875445,0.356707317,0.479087452,0.33908046,0.48255814,0.942328618,0.882750846,0.365131579,0.003236246,0.02413273,0.013986014,0.034852547,0.067669173,0.465346535,0.005129046,0.006180042,0.837638376,0.003016729,0.336927492,0.315720863,0.281292474,0.44214819,0.4922415,0.501831464,0.191119548,0.571020408,0.190265581,0.182088196
18147,0,0,0.478651685,0.483146067,0.470454545,0.10854032,0.002103752,0.258007117,0.301829268,0.509505703,0.356321839,0.465116279,0.944504897,0.917700113,0.269736842,0.001618123,0.015082956,0,0.032171582,0.085213033,0.556930693,0.002434917,0.002937683,0.839483395,0.001174462,0.341970373,0.357700368,0.313386854,0.439679887,0.4655076,0.466741225,0.120467455,0.543206997,0.356863001,0.141431966
18149,0,0,0.458426966,0.460674157,0.452272727,0.088805716,0.002037758,0.208185053,0.368902439,0.425855513,0.347701149,0.527131783,0.936887922,0.851183766,0.440789474,0.004854369,0.028657617,0.006993007,0.021447721,0.087719298,0.616336634,0.002646494,0.002985403,0.730627306,0.001080232,0.257518703,0.298526427,0.269422446,0.354071167,0.3323185,0.462893611,0.445335093,0.7503207,0.205498237,0.396883081
18151,0,0,0.462921348,0.449438202,0.472727273,0.109561075,0.003539069,0.206405694,0.335365854,0.63878327,0.238505747,0.513565891,0.922742111,0.875986471,0.322368421,0.003236246,0.037707391,0.048951049,0.026809651,0.085213033,0.425742574,0.003928656,0.004581674,0.784132841,0.002448617,0.286548446,0.32598472,0.251880176,0.384717985,0.4233502,0.439079446,0.162215071,0.611603499,0.113360324,0.190596827
18153,0,0,0.438202247,0.424719101,0.443181818,0.155835318,0.001787503,0.201067616,0.417682927,0.414448669,0.422413793,0.457364341,0.974972797,0.937993236,0.302631579,0.003236246,0.012066365,0.013986014,0.013404826,0.035087719,0.452970297,0.002320595,0.002614653,0.728782288,0.001010584,0.269396015,0.119238956,0.279063446,0.372146504,0.4395615,0.425084391,0.02613119,0.47271137,0.190401319,0.074201551
18155,1,1.274900398,0.417977528,0.420224719,0.411363636,0.124872406,0.000939599,0.058718861,0.643292683,0.433460076,0.502873563,0.406976744,0.918389554,0.856820744,0.368421053,0,0.015082956,0,0.045576408,0.137844612,0.752475248,0.00113648,0.001254887,0.695571956,0.000389211,0.245691157,0.298691441,0.263424005,0.347432812,0.5134338,0.34233504,0.39151552,0.960991254,0.08802403,0.429642183
18157,0,0,0.143820225,0.125842697,0.163636364,0.114664852,0.018752991,0.446619217,0.396341463,0.505703422,0.201149425,0.30620155,0.840043526,0.78692221,0.335526316,0.055016181,0.098039216,0.104895105,0.029490617,0.072681704,0.316831683,0.014443974,0.017458291,0.843173432,0.016912257,0.317004794,0.354004059,0.251336511,0.384043418,0.4251663,0.431733068,0.170104851,0.558600583,0.176635758,0.164966105
18159,0,0,0.516853933,0.496629213,0.525,0.089145968,0.001558157,0.34519573,0.320121951,0.391634981,0.416666667,0.377906977,0.947769314,0.89740699,0.338815789,0.004854369,0.013574661,0.041958042,0.034852547,0.05764411,0.48019802,0.001826783,0.002184646,0.822878229,0.001259133,0.378630791,0.455108002,0.359199725,0.431002499,0.5242769,0.432656495,0.092875469,0.423206997,0.161551521,0.133237822
18161,1,0,0.485393258,0.402247191,0.511363636,0.104117047,0.000711124,0.213523132,0.50304878,0.676806084,0.298850575,0.337209302,0.941240479,0.888387824,0.345394737,0.001618123,0.025641026,0.006993007,0.00536193,0.100250627,0.485148515,0.000831619,0.001017858,0.859778598,0.000570843,0.244214787,0.405950397,0.173809826,0.355236329,0.3323185,0.582005479,0.359852586,0.59090379,0.190214713,0.469669439
18163,0,0,0.364044944,0.348314607,0.381818182,0.077577407,0.018680245,0.327402135,0.414634146,0.650190114,0.227011494,0.333333333,0.928182807,0.907553551,0.25,0.029126214,0.030165913,0.020979021,0.021447721,0.060150376,0.363861386,0.019138355,0.023121275,0.841328413,0.016308638,0.284309009,0.257140971,0.217321179,0.371395281,0.4214673,0.442352482,0.462545789,0.770029155,0.184471725,0.447358306
18165,1,0,0.483146067,0.460674157,0.506818182,0.087784961,0.001380213,0.181494662,0.359756098,0.505703422,0.333333333,0.527131783,0.945593036,0.870349493,0.411184211,0.011326861,0.034690799,0,0.016085791,0.052631579,0.482673267,0.001772798,0.002078193,0.791512915,0.000749744,0.266940929,0.215194469,0.233359308,0.373541632,0.5092541,0.426828643,0.483315784,0.566005831,0.128313961,0.496103851
18167,0,0,0.328089888,0.305617978,0.359090909,0.110581831,0.010090342,0.332740214,0.481707317,0.551330798,0.232758621,0.329457364,0.918389554,0.885005637,0.286184211,0.01618123,0.045248869,0.034965035,0.029490617,0.062656642,0.381188119,0.010621305,0.012579807,0.808118081,0.008434278,0.25323889,0.286364911,0.189902321,0.337544268,0.426742,0.414536799,0.150150529,0.527755102,0.146989683,0.153295129
18169,0,1.996007984,0.462921348,0.44494382,0.486363636,0.086083702,0.00317229,0.307829181,0.417682927,0.456273764,0.278735632,0.416666667,0.90968444,0.918827508,0.161184211,0.011326861,0.075414781,0.006993007,0.013404826,0.070175439,0.341584158,0.003461838,0.004079824,0.800738007,0.001829976,0.271784749,0.367799211,0.270292311,0.366703972,0.3848383,0.393913588,0.220587581,0.372769679,0.135562231,0.178838493
18171,0,1.574375679,0.516853933,0.519101124,0.509090909,0.093228989,0.000845508,0.302491103,0.210365854,0.36121673,0.42816092,0.501937984,0.951033732,0.870349493,0.427631579,0.004854369,0.009049774,0,0.021447721,0.087719298,0.52970297,0.000979286,0.001189337,0.848708487,0.000666439,0.373886502,0.426577119,0.33471666,0.514449538,0.4147771,0.433282374,0.165144077,0.649446064,0.119955596,0.216017891
18173,0,0,0.429213483,0.408988764,0.45,0.091187479,0.006405564,0.418149466,0.332317073,0.593155894,0.295977011,0.269379845,0.955386289,0.940248027,0.236842105,0.004854369,0.015082956,0.006993007,0.026809651,0.05764411,0.443069307,0.006858972,0.008449641,0.874538745,0.006708091,0.388915615,0.330885629,0.269839256,0.471031935,0.5498892,0.597714004,0.139569028,0.524606414,0.221235471,0.143109232
18175,0,0,0.438202247,0.42247191,0.470454545,0.093569241,0.002541534,0.245551601,0.256097561,0.463878327,0.356321839,0.531007752,0.936887922,0.874859076,0.368421053,0.003236246,0.012066365,0.006993007,0.016085791,0.120300752,0.660891089,0.003203421,0.003683378,0.760147601,0.001261864,0.273178176,0.316496427,0.236838767,0.401459518,0.408314,0.422139684,0.444534251,0.754810496,0.240694789,0.379446502
18177,0,0,0.435955056,0.411235955,0.461363636,0.076896904,0.006141588,0.279359431,0.457317073,0.566539924,0.24137931,0.391472868,0.915125136,0.906426156,0.213815789,0.008090615,0.042232278,0.013986014,0.050938338,0.07518797,0.361386139,0.007362707,0.008474812,0.76199262,0.004580403,0.248312128,0.229270144,0.200159475,0.327594401,0.4235371,0.454664847,0.133243857,0.542332362,0.225610552,0.144629254
18179,0,0,0.431460674,0.393258427,0.452272727,0.091527731,0.002908313,0.231316726,0.362804878,0.589353612,0.313218391,0.445736434,0.927094668,0.93686584,0.164473684,0.001618123,0.034690799,0.020979021,0.024128686,0.095238095,0.391089109,0.003037097,0.003727952,0.86900369,0.001748037,0.300714961,0.304582433,0.296424494,0.3708127,0.4400288,0.420846885,0.372132169,0.715568513,0.185581821,0.357869173
18181,0,0,0.46741573,0.449438202,0.484090909,0.094930248,0.002418476,0.193950178,0.298780488,0.558935361,0.382183908,0.494186047,0.927094668,0.880496054,0.322368421,0.003236246,0.030165913,0.027972028,0.024128686,0.100250627,0.495049505,0.002729854,0.003326787,0.856088561,0.001436668,0.281721215,0.369680368,0.23894094,0.360525549,0.4933098,0.430378708,0.186373815,0.615043732,0.062230639,0.225330212
18183,0,0,0.44494382,0.429213483,0.463636364,0.098332766,0.003539722,0.225978648,0.289634146,0.536121673,0.290229885,0.536821705,0.943416757,0.903043968,0.309210526,0.003236246,0.015082956,0.013986014,0.029490617,0.085213033,0.46039604,0.003847281,0.004575381,0.815498155,0.002269717,0.343712158,0.273345324,0.311918958,0.446670857,0.4277836,0.50673589,0.157788192,0.534110787,0.103695964,0.186194004
19001,0,0,0.550561798,0.539325843,0.588636364,0.089145968,0.000788444,0.282918149,0.335365854,0.463878327,0.505747126,0.339147287,0.886833515,0.836527621,0.332236842,0.008090615,0.046757164,0,0.024128686,0.162907268,0.423267327,0.000825268,0.001027822,0.889298893,0.00049027,0.334936881,0.346512434,0.306409815,0.426265197,0.4225222,0.418702482,0.203717985,0.654169096,0.271842758,0.222080509
19003,0,0,0.57752809,0.543820225,0.595454545,0.091527731,0.000406201,0.43772242,0.24695122,0.380228137,0.356321839,0.370155039,0.887921654,0.822998873,0.375,0.014563107,0.046757164,0.020979021,0.018766756,0.147869674,0.391089109,0.000433077,0.000540131,0.889298893,0.000278593,0.304812302,0.331347668,0.203657056,0.479632667,0.3558876,0.46657706,0.372139584,0.802798834,0.051978582,0.361171291
19005,0,1.359703337,0.530337079,0.521348315,0.545454545,0.109561075,0.001475828,0.28113879,0.304878049,0.433460076,0.488505747,0.387596899,0.868335147,0.806087937,0.365131579,0.004854369,0.079939668,0.020979021,0.040214477,0.13283208,0.472772277,0.001599726,0.001920873,0.830258303,0.000996927,0.2850389,0.309516345,0.261793008,0.377328407,0.4117325,0.473359121,0.294532026,0.589387755,0.084040747,0.352522888
19007,0,1.08608206,0.523595506,0.519101124,0.552272727,0.0952705,0.001203575,0.252669039,0.274390244,0.680608365,0.284482759,0.449612403,0.916213275,0.852311161,0.375,0.003236246,0.033182504,0.020979021,0.029490617,0.117794486,0.361386139,0.001383386,0.001683321,0.852398524,0.000880847,0.265398205,0.330572103,0.224769395,0.362748555,0.4271559,0.340416363,0.322672737,0.711895044,0.159657829,0.324236495
19009,0,0,0.602247191,0.606741573,0.613636364,0.086764206,0.00062335,0.293594306,0.390243902,0.513307985,0.416666667,0.325581395,0.880304679,0.843291995,0.296052632,0.006472492,0.058823529,0.006993007,0.021447721,0.162907268,0.324257426,0.000673631,0.000831172,0.872693727,0.000318197,0.260371912,0.278064718,0.280694442,0.368543701,0.3231445,0.39363656,0.137670735,0.494285714,0.142092203,0.169229156
19011,1,0,0.456179775,0.431460674,0.459090909,0.098673018,0.002812698,0.34519573,0.268292683,0.581749049,0.32183908,0.377906977,0.905331882,0.862457723,0.3125,0.003236246,0.049773756,0,0.029490617,0.122807018,0.462871287,0.002971203,0.003755745,0.918819188,0.002232844,0.415822039,0.320060725,0.386165528,0.438729361,0.4987448,0.521459426,0.352444794,0.675276968,0.189484888,0.480746383
19013,0,1.791359326,0.298876404,0.28988764,0.302272727,0.085403198,0.014505194,0.322064057,0.414634146,0.634980989,0.206896552,0.360465116,0.906420022,0.877113867,0.273026316,0.006472492,0.069381599,0.034965035,0.029490617,0.067669173,0.264851485,0.012601313,0.01512891,0.832103321,0.010983954,0.336877727,0.371957558,0.260959388,0.398699925,0.4317763,0.542729036,0.332193863,0.657609329,0.157307039,0.282322315
19015,0,0,0.440449438,0.411235955,0.456818182,0.103776795,0.002919421,0.316725979,0.402439024,0.634980989,0.316091954,0.300387597,0.921653972,0.870349493,0.338815789,0.008090615,0.036199095,0.020979021,0.013404826,0.105263158,0.400990099,0.003001371,0.003803466,0.924354244,0.002518266,0.356734071,0.339235326,0.277341839,0.45984025,0.4514061,0.461221181,0.356945824,0.606938776,0.156588742,0.370937871
19017,0,0,0.391011236,0.366292135,0.406818182,0.090166723,0.002775454,0.391459075,0.329268293,0.604562738,0.264367816,0.315891473,0.859630033,0.853438557,0.200657895,0.004854369,0.12066365,0.013986014,0.013404826,0.117794486,0.344059406,0.002436505,0.003153735,0.961254613,0.002082622,0.414826734,0.498077589,0.317301245,0.46468487,0.4870203,0.527235977,0.132813774,0.473236152,0.114535719,0.160650639
19019,0,0,0.382022472,0.37752809,0.381818182,0.094930248,0.002195447,0.3113879,0.350609756,0.441064639,0.367816092,0.401162791,0.854189336,0.838782413,0.226973684,0.006472492,0.088989442,0.055944056,0.053619303,0.125313283,0.408415842,0.002195157,0.002718484,0.883763838,0.001257767,0.340776007,0.35509315,0.309381852,0.42230978,0.4861923,0.566071227,0.097265272,0.442157434,0.159004832,0.119208191
19021,0,0,0.312359551,0.301123596,0.313636364,0.10854032,0.002261658,0.225978648,0.399390244,0.425855513,0.270114943,0.540697674,0.873775843,0.758737317,0.519736842,0.001618123,0.078431373,0.083916084,0.021447721,0.130325815,0.235148515,0.002066147,0.00216839,0.621771218,0.001268692,0.257369408,0.339944885,0.284228267,0.368988302,0.4036001,0.411397146,0.16020555,0.563848397,0.156196944,0.194230904
19023,0,0,0.498876404,0.474157303,0.520454545,0.099353522,0.001592788,0.272241993,0.359756098,0.551330798,0.298850575,0.430232558,0.906420022,0.864712514,0.309210526,0.003236246,0.049773756,0.034965035,0.013404826,0.122807018,0.482673267,0.001612428,0.002023131,0.905904059,0.000815295,0.333029212,0.359102985,0.323517153,0.375166725,0.4204925,0.487077147,0.293160213,0.669854227,0.17852945,0.265305053
19025,0,1.156905278,0.537078652,0.480898876,0.584090909,0.122150391,0.000936985,0.34519573,0.408536585,0.486692015,0.41091954,0.277131783,0.881392818,0.847801578,0.282894737,0.004854369,0.039215686,0.020979021,0.045576408,0.167919799,0.405940594,0.001079716,0.001339839,0.885608856,0.00073199,0.250850157,0.141235293,0.165147424,0.366213378,0.4303341,0.386208099,0.214625754,0.635451895,0.11675591,0.262789154
19027,0,0,0.460674157,0.440449438,0.495454545,0.081660429,0.002286052,0.322064057,0.31402439,0.669201521,0.307471264,0.339147287,0.890097933,0.875986471,0.226973684,0.008090615,0.042232278,0.020979021,0.013404826,0.167919799,0.225247525,0.00226383,0.002854304,0.913284133,0.001603278,0.343678981,0.301645187,0.285406209,0.440385117,0.428705,0.519089295,0.092638182,0.499300292,0.099451482,0.14068069
19029,0,1.361256545,0.519101124,0.485393258,0.554545455,0.090506975,0.001415497,0.254448399,0.368902439,0.581749049,0.364942529,0.38372093,0.889009793,0.830890643,0.355263158,0.014563107,0.051282051,0.013986014,0.024128686,0.137844612,0.344059406,0.001489769,0.001819664,0.857933579,0.00099283,0.275749382,0.278064718,0.279117812,0.364373649,0.3834362,0.406461939,0.242314138,0.575685131,0.233707718,0.293189601
19031,0,0,0.465168539,0.458426966,0.486363636,0.087784961,0.002113117,0.366548043,0.289634146,0.6121673,0.310344828,0.333333333,0.892274211,0.879368658,0.220394737,0.001618123,0.040723982,0.034965035,0.026809651,0.160401003,0.514851485,0.002123705,0.00268702,0.920664207,0.001844998,0.371580711,0.414118579,0.284572588,0.465926687,0.5370163,0.411961462,0.133102968,0.441516035,0.126420269,0.152054651
19033,0,0,0.512359551,0.485393258,0.538636364,0.083361688,0.004757454,0.3113879,0.362804878,0.63878327,0.227011494,0.389534884,0.907508161,0.874859076,0.279605263,0.01618123,0.049773756,0.034965035,0.024128686,0.087719298,0.277227723,0.005038143,0.006317434,0.905904059,0.003575282,0.292321218,0.340984472,0.21259129,0.376623178,0.4780867,0.497275889,0.324185439,0.722390671,0.098602586,0.284209239
19035,0,0,0.561797753,0.521348315,0.597727273,0.097652263,0.001290696,0.241992883,0.307926829,0.650190114,0.41091954,0.370155039,0.90968444,0.88162345,0.269736842,0.001618123,0.030165913,0,0.018766756,0.157894737,0.282178218,0.00133853,0.001667064,0.891143911,0.000777057,0.282036395,0.26143133,0.305449339,0.361138792,0.4345004,0.483414219,0.160183304,0.577201166,0.17376257,0.205342791
19037,0,0,0.51011236,0.487640449,0.520454545,0.103776795,0.001309863,0.268683274,0.307926829,0.452471483,0.405172414,0.447674419,0.875952122,0.837655017,0.299342105,0.004854369,0.061840121,0.020979021,0.018766756,0.167919799,0.378712871,0.001422684,0.001755688,0.876383764,0.000607716,0.341505897,0.292651936,0.326833512,0.422401766,0.407032,0.395473154,0.104873274,0.483090379,0.16899569,0.129201901
19039,0,0,0.408988764,0.368539326,0.465909091,0.091527731,0.000994921,0.297153025,0.365853659,0.368821293,0.356321839,0.451550388,0.932535365,0.836527621,0.470394737,0.012944984,0.042232278,0,0.010723861,0.072681704,0.435643564,0.001005088,0.001228142,0.857933579,0.000527142,0.286647977,0.252141054,0.278411047,0.446747513,0.5059157,0.32713953,0.18902846,0.609154519,0.13804362,0.199594661
19041,0,1.829268293,0.453932584,0.433707865,0.486363636,0.087104457,0.001810372,0.327402135,0.286585366,0.680608365,0.333333333,0.32751938,0.897714908,0.820744081,0.411184211,0.001618123,0.034690799,0.041958042,0.029490617,0.15037594,0.257425743,0.0017986,0.002231842,0.885608856,0.001160806,0.296037025,0.270969126,0.233178087,0.414628911,0.4324707,0.421954998,0.232325854,0.391953353,0.188774275,0.409200503
19043,0,1.666296379,0.548314607,0.541573034,0.568181818,0.099693773,0.001906423,0.268683274,0.347560976,0.479087452,0.359195402,0.437984496,0.865070729,0.827508455,0.296052632,0.006472492,0.07239819,0.013986014,0.024128686,0.170426065,0.398514851,0.002109812,0.0026393,0.900369004,0.001041994,0.281605096,0.368822297,0.230767837,0.418967605,0.3496515,0.475524045,0.194671432,0.594985423,0.118845501,0.184936054
19045,0,1.413881748,0.465168539,0.458426966,0.475,0.08574345,0.004849802,0.270462633,0.359756098,0.596958175,0.298850575,0.410852713,0.919477693,0.891770011,0.269736842,0.014563107,0.037707391,0.006993007,0.024128686,0.095238095,0.361386139,0.005416044,0.006665111,0.872693727,0.003616251,0.321616376,0.305192984,0.244703793,0.384334708,0.5115642,0.48144424,0.525389669,0.734052478,0.133146141,0.482388706
19047,0,1.486860304,0.368539326,0.368539326,0.363636364,0.110922082,0.001744378,0.224199288,0.289634146,0.338403042,0.385057471,0.579457364,0.86289445,0.82638106,0.289473684,0.008090615,0.058823529,0,0.112600536,0.117794486,0.267326733,0.001821623,0.001931361,0.636531365,0.000692386,0.284391951,0.458606294,0.23287001,0.413954344,0.3998211,0.567794958,0.092445387,0.54303207,0.069870707,0.143283947
19049,0,3.183023873,0.303370787,0.301123596,0.297727273,0.089826472,0.009164465,0.653024911,0.204268293,0.608365019,0.155172414,0.180232558,0.933623504,0.916572717,0.240131579,0.004854369,0.021116139,0,0.016085791,0.112781955,0.403465347,0.007221392,0.009036443,0.902214022,0.01057972,0.577741652,0.38167687,0.343433428,0.49979303,0.6943354,0.667771359,0.305654837,0.680466472,0.156392843,0.31534349
19051,0,0,0.361797753,0.35505618,0.359090909,0.089826472,0.000824381,0.346975089,0.207317073,0.475285171,0.433908046,0.391472868,0.830250272,0.738444194,0.447368421,0.001618123,0.073906486,0.006993007,0.142091153,0.147869674,0.438118812,0.000859406,0.001011566,0.79704797,0.000499829,0.313454871,0.420570618,0.297765535,0.41203796,0.3698822,0.514564501,0.169037061,0.704897959,0.170171085,0.22955832
19053,0,1.19474313,0.343820225,0.307865169,0.384090909,0.099353522,0.000775158,0.336298932,0.512195122,0.395437262,0.364942529,0.296511628,0.808487486,0.733934611,0.394736842,0.001618123,0.159879336,0.062937063,0.018766756,0.147869674,0.420792079,0.000762946,0.000893576,0.787822878,0.000531239,0.261549691,0.2802429,0.19479531,0.362027995,0.4410437,0.355776038,0.23343072,0.675801749,0.112511427,0.272014117
19055,0,1.336898396,0.487640449,0.483146067,0.484090909,0.097992514,0.001989406,0.300711744,0.277439024,0.479087452,0.353448276,0.451550388,0.872687704,0.870349493,0.1875,0.001618123,0.04826546,0,0.00536193,0.223057644,0.425742574,0.002043917,0.002583189,0.918819188,0.000975077,0.346333129,0.226365902,0.318461064,0.450288991,0.5161445,0.428059879,0.285203696,0.639008746,0.136737626,0.306904745
19057,0,0,0.465168539,0.438202247,0.477272727,0.088805716,0.004084663,0.247330961,0.405487805,0.623574144,0.267241379,0.414728682,0.907508161,0.875986471,0.279605263,0.004854369,0.052790347,0.048951049,0.050938338,0.072681704,0.27970297,0.004370863,0.00533104,0.857933579,0.003171048,0.258447655,0.235260144,0.179699534,0.356892085,0.4570147,0.569180099,0.564571623,0.852653061,0.14522659,0.510290726
19059,1,1.36425648,0.613483146,0.573033708,0.638636364,0.100034025,0.001912957,0.403914591,0.317073171,0.505703422,0.318965517,0.321705426,0.883569097,0.854565953,0.269736842,0.004854369,0.045248869,0.055944056,0.040214477,0.147869674,0.26980198,0.001991123,0.002577421,0.961254613,0.00203619,0.34926928,0.312288576,0.306047371,0.36124611,0.4919611,0.618891272,0.239563096,0.536326531,0.078163772,0.297103222
19061,0,0,0.382022472,0.359550562,0.402272727,0.091527731,0.010930841,0.371886121,0.384146341,0.634980989,0.229885057,0.310077519,0.897714908,0.86583991,0.279605263,0.019417476,0.055806938,0.020979021,0.021447721,0.105263158,0.287128713,0.010238641,0.012855116,0.907749077,0.008764766,0.334605113,0.257041963,0.258132328,0.395557055,0.4608605,0.457291485,0.215797357,0.664314869,0.253362936,0.227094835
19063,0,0,0.471910112,0.447191011,0.479545455,0.087784961,0.001035214,0.279359431,0.365853659,0.501901141,0.364942529,0.399224806,0.897714908,0.854565953,0.315789474,0.001618123,0.042232278,0.055944056,0.008042895,0.152882206,0.321782178,0.001052326,0.001294217,0.86900369,0.000525777,0.292553456,0.337651194,0.294938475,0.382127033,0.4157787,0.398982178,0.6127853,0.82851312,0.221104871,0.496191208
19065,0,0,0.485393258,0.438202247,0.529545455,0.104117047,0.002109197,0.314946619,0.432926829,0.429657795,0.341954023,0.370155039,0.847660501,0.820744081,0.259868421,0.008090615,0.082956259,0.020979021,0.021447721,0.192982456,0.356435644,0.002237234,0.002724777,0.854243542,0.00150495,0.265962212,0.273840366,0.24925246,0.354485106,0.3695217,0.484635195,0.137989589,0.584081633,0.217056288,0.163463554
